ImageNumber,ObjectNumber,FileName_Mask,FileName_cell,PathName_Mask,PathName_cell,Intensity_IntegratedIntensityEdge_cell,Intensity_IntegratedIntensity_cell,Intensity_LowerQuartileIntensity_cell,Intensity_MADIntensity_cell,Intensity_MassDisplacement_cell,Intensity_MaxIntensityEdge_cell,Intensity_MaxIntensity_cell,Intensity_MeanIntensityEdge_cell,Intensity_MeanIntensity_cell,Intensity_MedianIntensity_cell,Intensity_MinIntensityEdge_cell,Intensity_MinIntensity_cell,Intensity_StdIntensityEdge_cell,Intensity_StdIntensity_cell,Intensity_UpperQuartileIntensity_cell,Location_CenterMassIntensity_X_cell,Location_CenterMassIntensity_Y_cell,Location_CenterMassIntensity_Z_cell,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_cell,Location_MaxIntensity_Y_cell,Location_MaxIntensity_Z_cell,Number_Object_Number
3,90,1L aSMA_Probabilities_0.tiff,1L aSMA.tif,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,13.36021974682808,70.59977105259895,0.18071259558200836,0.019562065601348877,0.30591394722358883,0.21940948069095612,0.32892346382141113,0.18301670886065863,0.2052318925947644,0.19742122292518616,0.15146104991436005,0.14785991609096527,0.014742926070906224,0.0334037807694163,0.2229037880897522,2864.205410446013,1723.236406892633,0.0,2864.0697674418607,1722.9622093023256,0,2871.0,1725.0,0.0,90
3,91,1L aSMA_Probabilities_0.tiff,1L aSMA.tif,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,12.630991145968437,58.56469051539898,0.2516517862677574,0.07103075087070465,0.13454839381768358,0.40840771794319153,0.4933699667453766,0.24766649305820465,0.3200256312316884,0.3101472556591034,0.16791027784347534,0.16791027784347534,0.061320518661057324,0.08358460581123092,0.3929045498371124,2096.4377281937154,1733.5589523957458,0.0,2096.344262295082,1733.655737704918,0,2094.0,1734.0,0.0,91
3,92,1L aSMA_Probabilities_0.tiff,1L aSMA.tif,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,10.093324184417725,23.8603036403656,0.16887159645557404,0.011245906352996826,0.05547191490608971,0.23558403551578522,0.23558403551578522,0.17707586288452148,0.18075987606337576,0.17985808849334717,0.14593727886676788,0.14593727886676788,0.0194232636018414,0.01673666120954895,0.191103994846344,1479.356493149445,1744.0290147971218,0.0,1479.3863636363637,1744.0757575757575,0,1476.0,1744.0,0.0,92
3,93,1L aSMA_Probabilities_0.tiff,1L aSMA.tif,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,2.3595941066741943,3.9702601730823517,0.19307240843772888,0.007278561592102051,0.03522163550363618,0.22684061527252197,0.22684061527252197,0.19663284222284952,0.19851300865411758,0.20057983696460724,0.16687266528606415,0.16687266528606415,0.0150571505707793,0.013307553656922164,0.2068055272102356,2796.5293265322935,1753.1214838407122,0.0,2796.55,1753.15,0,2796.0,1751.0,0.0,93
3,94,1L aSMA_Probabilities_0.tiff,1L aSMA.tif,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,19.13609516620636,100.73250938951969,0.19911497831344604,0.01430533081293106,0.15238149139348617,0.29413291811943054,0.29413291811943054,0.2150123052382737,0.21386944668687832,0.21246662735939026,0.16166934370994568,0.16166934370994568,0.026919756686706577,0.02017800881887611,0.22758831083774567,2914.703185258118,1753.8367484424018,0.0,2914.6390658174096,1753.6985138004247,0,2931.0,1758.0,0.0,94
3,95,1L aSMA_Probabilities_0.tiff,1L aSMA.tif,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,12.19200424849987,42.16298151016235,0.21739529073238373,0.011367961764335632,0.16208921459261103,0.2859235405921936,0.2859235405921936,0.23003781600943152,0.2291466386421867,0.22876325249671936,0.18547341227531433,0.18547341227531433,0.022379989772561504,0.017589133183201395,0.2400396764278412,2921.687853449563,1762.1478200185709,0.0,2921.5978260869565,1762.2826086956522,0,2931.0,1759.0,0.0,95
3,96,1L aSMA_Probabilities_0.tiff,1L aSMA.tif,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,26.765682443976402,352.7753262370825,0.2599298059940338,0.11981384456157684,0.35555228290636637,0.3685359060764313,1.0,0.2268278173218339,0.4050233366671441,0.3587930202484131,0.11242847144603729,0.11242847144603729,0.0600831212441791,0.19479175582082023,0.5166208744049072,2123.198802365956,1764.4280387905305,0.0,2122.931113662457,1764.1940298507463,0,2124.0,1771.0,0.0,96
3,97,1L aSMA_Probabilities_0.tiff,1L aSMA.tif,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,10.997924774885178,60.481345787644386,0.23118562996387482,0.07267872244119644,0.14130254183733756,0.3532921373844147,0.686823844909668,0.21995849549770355,0.3166562606682952,0.29108110070228577,0.14943160116672516,0.14943160116672516,0.05197927584142023,0.11226744070271348,0.3919089064002037,2151.9264313537064,1772.9082518771463,0.0,2151.785340314136,1772.9005235602094,0,2151.0,1773.0,0.0,97
3,98,1L aSMA_Probabilities_0.tiff,1L aSMA.tif,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,18.362767979502678,79.49868009984493,0.2174982875585556,0.023407332599163055,0.2741259961148566,0.32758069038391113,0.32758069038391113,0.2384775062273075,0.24163732553144357,0.24316777288913727,0.1588159054517746,0.1588159054517746,0.04522208389163867,0.03208874978016031,0.26309606432914734,2968.2581139922822,1766.8925589745143,0.0,2968.0182370820667,1766.759878419453,0,2971.0,1766.0,0.0,98
3,99,1L aSMA_Probabilities_0.tiff,1L aSMA.tif,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\1L\R3,15.249149307608604,277.9520407617092,0.2542305588722229,0.11708247661590576,0.1585407503756431,0.32243838906288147,0.7844510674476624,0.17940175656010124,0.38391165851064807,0.37131303548812866,0.10533303022384644,0.10533303022384644,0.043394289541958016,0.15775069217739765,0.4876783490180969,2239.368467123214,1784.9900621279783,0.0,2239.509668508287,1785.0621546961327,0,2242.0,1791.0,0.0,99
