ImageNumber,ObjectNumber,FileName_Mask,FileName_try,PathName_Mask,PathName_try,Intensity_IntegratedIntensityEdge_try,Intensity_IntegratedIntensity_try,Intensity_LowerQuartileIntensity_try,Intensity_MADIntensity_try,Intensity_MassDisplacement_try,Intensity_MaxIntensityEdge_try,Intensity_MaxIntensity_try,Intensity_MeanIntensityEdge_try,Intensity_MeanIntensity_try,Intensity_MedianIntensity_try,Intensity_MinIntensityEdge_try,Intensity_MinIntensity_try,Intensity_StdIntensityEdge_try,Intensity_StdIntensity_try,Intensity_UpperQuartileIntensity_try,Location_CenterMassIntensity_X_try,Location_CenterMassIntensity_Y_try,Location_CenterMassIntensity_Z_try,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_try,Location_MaxIntensity_Y_try,Location_MaxIntensity_Z_try,Number_Object_Number
3,1,11L Collagen 1_Probabilities_0.tiff,11L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,4.357061137445271,23.52182811126113,0.08929198049008846,0.06036469340324402,0.840781372772887,0.3313954472541809,0.6346532106399536,0.12448746106986489,0.16001243613102809,0.14554818719625473,0.009460593573749065,0.009460593573749065,0.07446241710750247,0.09865251594300513,0.2122262865304947,251.72670179615855,2.883495513418309,0.0,252.54421768707482,2.687074829931973,0,245.0,7.0,0.0,1
3,2,11L Collagen 1_Probabilities_0.tiff,11L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,6.236148551106453,27.18350487947464,0.24769969657063484,0.08647286891937256,0.33070639643283206,0.5277332663536072,0.5677271485328674,0.25983952296276885,0.31980593975852517,0.3117036819458008,0.07342641055583954,0.05864042043685913,0.11107158395363388,0.11642463927025896,0.40764857828617096,317.8556625508578,3.627112077715716,0.0,317.54117647058825,3.7294117647058824,0,317.0,3.0,0.0,2
3,3,11L Collagen 1_Probabilities_0.tiff,11L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,1.3398184329271317,2.4765545278787613,0.08561836928129196,0.3178149163722992,0.5052769116621351,0.5196154713630676,0.6262607574462891,0.22330307215452194,0.30956931598484516,0.45033952593803406,0.07515068352222443,0.07515068352222443,0.18709364286788788,0.22229824412687624,0.5196154713630676,340.72677309249013,0.5640014668942087,0.0,341.125,0.875,0,341.0,0.0,0.0,3
3,4,11L Collagen 1_Probabilities_0.tiff,11L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,5.801922597922385,26.658716751262546,0.10209811478853226,0.0644235908985138,0.41183963901956083,0.48262760043144226,0.48262760043144226,0.17581583630067832,0.17538629441620096,0.16446173191070557,0.01335164438933134,0.0,0.10860358433583314,0.09662200388952227,0.22888532280921936,377.6210778195144,5.6383769742165795,0.0,377.2631578947368,5.842105263157895,0,371.0,5.0,0.0,4
3,5,11L Collagen 1_Probabilities_0.tiff,11L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,1.5366292707622051,2.617425788193941,0.10886549390852451,0.09875638410449028,0.4943947623619263,0.4305485486984253,0.4305485486984253,0.19207865884527564,0.20134044524568778,0.19311054795980453,0.06224155053496361,0.06224155053496361,0.1142433117137131,0.11115358289150776,0.3045433647930622,419.18668128188943,0.9276523984572178,0.0,418.6923076923077,0.9230769230769231,0,420.0,2.0,0.0,5
3,6,11L Collagen 1_Probabilities_0.tiff,11L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,1.1890592812560499,1.4787060371600091,0.061295490711927414,0.051621273159980774,0.43772013828715434,0.20909437537193298,0.20909437537193298,0.09908827343800415,0.09241912732250057,0.0789044052362442,0.007660028990358114,0.007660028990358114,0.06377065369567286,0.05885803477500958,0.14657816290855408,547.9826741201791,1.8257297991777215,0.0,547.875,2.25,0,547.0,1.0,0.0,6
3,7,11L Collagen 1_Probabilities_0.tiff,11L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,13.429648362100124,140.10566864162683,0.41461050510406494,0.18216216564178467,1.197397633806511,0.5564202070236206,1.0,0.29843663026889167,0.5789490439736646,0.5798275470733643,0.10045014321804047,0.10045014321804047,0.11850655106328117,0.22868341743806417,0.7688868641853333,999.1032126904694,7.507379206436548,0.0,998.3347107438017,8.425619834710744,0,1004.0,4.0,0.0,7
3,8,11L Collagen 1_Probabilities_0.tiff,11L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,7.365270473062992,39.19325556233525,0.28007934987545013,0.10617226362228394,0.7190972709135685,0.6961013078689575,0.8080567717552185,0.27278779529862934,0.3999311792075026,0.37247273325920105,0.10182345658540726,0.02519264444708824,0.11771577267074998,0.17203776961325773,0.5064545720815659,1033.7339330317175,2.5788158994135344,0.0,1033.6020408163265,3.2857142857142856,0,1036.0,1.0,0.0,8
3,9,11L Collagen 1_Probabilities_0.tiff,11L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,12.690791133791208,82.52355223894119,0.2566414922475815,0.12198063731193542,1.9027476477741037,0.5383840799331665,0.8309758305549622,0.2488390418390433,0.38562407588290276,0.3620355427265167,0.06066987290978432,0.04280155524611473,0.10066809310001379,0.17728965066986951,0.5020141899585724,1079.2109374774345,7.504774164679769,0.0,1080.5654205607477,8.841121495327103,0,1073.0,3.0,0.0,9
3,10,11L Collagen 1_Probabilities_0.tiff,11L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\11L\R3,4.822980090975761,24.148210935294628,0.1654154285788536,0.09056228399276733,0.48607085407534045,0.44022276997566223,0.6313878297805786,0.19291920363903045,0.26831345483660696,0.252658873796463,0.023392081260681152,0.023392081260681152,0.09731114589105443,0.12736482122211895,0.3448539078235626,1122.6652308047235,3.653295015000051,0.0,1122.588888888889,4.133333333333334,0,1123.0,2.0,0.0,10
