ImageNumber,ObjectNumber,FileName_Mask,FileName_try,PathName_Mask,PathName_try,Intensity_IntegratedIntensityEdge_try,Intensity_IntegratedIntensity_try,Intensity_LowerQuartileIntensity_try,Intensity_MADIntensity_try,Intensity_MassDisplacement_try,Intensity_MaxIntensityEdge_try,Intensity_MaxIntensity_try,Intensity_MeanIntensityEdge_try,Intensity_MeanIntensity_try,Intensity_MedianIntensity_try,Intensity_MinIntensityEdge_try,Intensity_MinIntensity_try,Intensity_StdIntensityEdge_try,Intensity_StdIntensity_try,Intensity_UpperQuartileIntensity_try,Location_CenterMassIntensity_X_try,Location_CenterMassIntensity_Y_try,Location_CenterMassIntensity_Z_try,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_try,Location_MaxIntensity_Y_try,Location_MaxIntensity_Z_try,Number_Object_Number
3,1,17L Collagen 1_Probabilities_0.tiff,17L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,2.881361084058881,10.604028329253197,0.058941787108778954,0.04573128744959831,0.1644728722647263,0.34178683161735535,0.34178683161735535,0.10671707718736595,0.11402180999196986,0.10235751792788506,0.005432211793959141,0.005432211793959141,0.09231643888574725,0.07365376175818099,0.15399404242634773,101.73012728314032,5.153448898024203,0.0,101.61290322580645,5.268817204301075,0,103.0,11.0,0.0,1
3,2,17L Collagen 1_Probabilities_0.tiff,17L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,1.1911192387342453,2.291569359600544,0.11888303607702255,0.03028915822505951,0.09014962291814942,0.18657205998897552,0.20035095512866974,0.13234658208158281,0.143223084975034,0.1449454426765442,0.06507972627878189,0.06507972627878189,0.041286315940912595,0.03842317116854988,0.17998015880584717,176.24559521530557,0.618565970153458,0.0,176.1875,0.6875,0,178.0,0.0,0.0,2
3,3,17L Collagen 1_Probabilities_0.tiff,17L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,2.7154039666056633,10.245899060741067,0.10513084568083286,0.03687342628836632,0.4460639349350744,0.1893644630908966,0.29127946496009827,0.11806104202633319,0.13661198747654757,0.13665979355573654,0.034042876213788986,0.01768520660698414,0.03893372962686162,0.05362533247337817,0.17597085237503052,227.0601714142391,2.5068261227963733,0.0,227.49333333333334,2.6133333333333333,0,224.0,0.0,0.0,3
3,4,17L Collagen 1_Probabilities_0.tiff,17L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,1.7643091408535838,5.0817273077555,0.02167544048279524,0.047493705060333014,1.0665828747324768,0.24516670405864716,0.24516670405864716,0.0840147209930278,0.08066233821834128,0.058022430166602135,0.0004577706567943096,0.0004577706567943096,0.06284276971231816,0.06559147472212395,0.12992675602436066,379.06805373946344,2.915866694458259,0.0,378.1746031746032,2.3333333333333335,0,381.0,5.0,0.0,4
3,5,17L Collagen 1_Probabilities_0.tiff,17L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,2.271747911348939,13.057251883670688,0.06997024267911911,0.043602652847766876,0.33509499368606877,0.16615548729896545,0.22867169976234436,0.09086991645395756,0.10972480574513183,0.10837720334529877,0.00965896062552929,0.00965896062552929,0.04239268200058312,0.052798907877357616,0.15612267702817917,481.36972936446557,3.570924387777957,0.0,481.21008403361344,3.865546218487395,0,476.0,1.0,0.0,5
3,6,17L Collagen 1_Probabilities_0.tiff,17L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,1.2393682934343815,3.253818607889116,0.098096439614892,0.034302279353141785,0.4848075744678676,0.20965896546840668,0.30869001150131226,0.11266984485767105,0.13015274431556464,0.12171358615159988,0.03976501151919365,0.004089417867362499,0.0472546432610009,0.07411911085917011,0.17229343578219414,554.6003357667446,0.7695684190374816,0.0,555.08,0.84,0,557.0,0.0,0.0,6
3,7,17L Collagen 1_Probabilities_0.tiff,17L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,3.4611276481300592,15.845670266076922,0.0837911032140255,0.05439078435301781,0.20400124356428487,0.24893568456172943,0.4599221646785736,0.1281899128937059,0.14537312170712774,0.13986419886350632,0.02041657082736492,0.02041657082736492,0.05778980627937553,0.08247645438147419,0.1922178938984871,641.2357724980113,4.741549383933948,0.0,641.2201834862385,4.944954128440367,0,639.0,1.0,0.0,7
3,8,17L Collagen 1_Probabilities_0.tiff,17L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,1.1053482964634895,1.1053482964634895,0.15317769348621368,0.0785839706659317,0.05846952418203408,0.2657206058502197,0.2657206058502197,0.18422471607724825,0.18422471607724825,0.17871366441249847,0.09726100414991379,0.09726100414991379,0.06039075835047885,0.06039075835047885,0.26150912046432495,695.5281823304769,0.948770696794052,0.0,695.5,1.0,0,696.0,0.0,0.0,8
3,9,17L Collagen 1_Probabilities_0.tiff,17L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,1.3083237931132317,2.8168612122535706,0.20479515194892883,0.06636148691177368,0.19694250293419435,0.31303882598876953,0.4811474680900574,0.21805396551887193,0.2560782920230519,0.24594491720199585,0.0944228246808052,0.0944228246808052,0.06629502299366177,0.1073757486959562,0.3317006081342697,1408.4691256294636,0.7126427944897541,0.0,1408.2727272727273,0.7272727272727273,0,1409.0,1.0,0.0,9
3,10,17L Collagen 1_Probabilities_0.tiff,17L Collagen 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R3,5.195468042045832,27.847318287938833,0.10160982608795166,0.03996337950229645,0.22379782361657624,0.2993209660053253,0.4421911835670471,0.15743842551654036,0.14503811608301476,0.13736172020435333,0.042252231389284134,0.01724269427359104,0.06449210598951065,0.06313085187833369,0.18027009069919586,1497.878351145048,5.111503507928737,0.0,1497.6614583333333,5.166666666666667,0,1491.0,5.0,0.0,10
