Channel_Mask,Channel_try,Count_IdentifyPrimaryObjects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05IdentifyPrimaryObjects,ExecutionTime_06MeasureObjectIntensity,FileName_Mask,FileName_try,Frame_Mask,Frame_try,Group_Index,Group_Length,Group_Number,Height_Mask,Height_try,ImageNumber,ImageSet_ImageSet,MD5Digest_Mask,MD5Digest_try,Mean_IdentifyPrimaryObjects_Intensity_IntegratedIntensityEdge_Mask,Mean_IdentifyPrimaryObjects_Intensity_IntegratedIntensityEdge_try,Mean_IdentifyPrimaryObjects_Intensity_IntegratedIntensity_Mask,Mean_IdentifyPrimaryObjects_Intensity_IntegratedIntensity_try,Mean_IdentifyPrimaryObjects_Intensity_LowerQuartileIntensity_Mask,Mean_IdentifyPrimaryObjects_Intensity_LowerQuartileIntensity_try,Mean_IdentifyPrimaryObjects_Intensity_MADIntensity_Mask,Mean_IdentifyPrimaryObjects_Intensity_MADIntensity_try,Mean_IdentifyPrimaryObjects_Intensity_MassDisplacement_Mask,Mean_IdentifyPrimaryObjects_Intensity_MassDisplacement_try,Mean_IdentifyPrimaryObjects_Intensity_MaxIntensityEdge_Mask,Mean_IdentifyPrimaryObjects_Intensity_MaxIntensityEdge_try,Mean_IdentifyPrimaryObjects_Intensity_MaxIntensity_Mask,Mean_IdentifyPrimaryObjects_Intensity_MaxIntensity_try,Mean_IdentifyPrimaryObjects_Intensity_MeanIntensityEdge_Mask,Mean_IdentifyPrimaryObjects_Intensity_MeanIntensityEdge_try,Mean_IdentifyPrimaryObjects_Intensity_MeanIntensity_Mask,Mean_IdentifyPrimaryObjects_Intensity_MeanIntensity_try,Mean_IdentifyPrimaryObjects_Intensity_MedianIntensity_Mask,Mean_IdentifyPrimaryObjects_Intensity_MedianIntensity_try,Mean_IdentifyPrimaryObjects_Intensity_MinIntensityEdge_Mask,Mean_IdentifyPrimaryObjects_Intensity_MinIntensityEdge_try,Mean_IdentifyPrimaryObjects_Intensity_MinIntensity_Mask,Mean_IdentifyPrimaryObjects_Intensity_MinIntensity_try,Mean_IdentifyPrimaryObjects_Intensity_StdIntensityEdge_Mask,Mean_IdentifyPrimaryObjects_Intensity_StdIntensityEdge_try,Mean_IdentifyPrimaryObjects_Intensity_StdIntensity_Mask,Mean_IdentifyPrimaryObjects_Intensity_StdIntensity_try,Mean_IdentifyPrimaryObjects_Intensity_UpperQuartileIntensity_Mask,Mean_IdentifyPrimaryObjects_Intensity_UpperQuartileIntensity_try,Mean_IdentifyPrimaryObjects_Location_CenterMassIntensity_X_Mask,Mean_IdentifyPrimaryObjects_Location_CenterMassIntensity_X_try,Mean_IdentifyPrimaryObjects_Location_CenterMassIntensity_Y_Mask,Mean_IdentifyPrimaryObjects_Location_CenterMassIntensity_Y_try,Mean_IdentifyPrimaryObjects_Location_CenterMassIntensity_Z_Mask,Mean_IdentifyPrimaryObjects_Location_CenterMassIntensity_Z_try,Mean_IdentifyPrimaryObjects_Location_Center_X,Mean_IdentifyPrimaryObjects_Location_Center_Y,Mean_IdentifyPrimaryObjects_Location_Center_Z,Mean_IdentifyPrimaryObjects_Location_MaxIntensity_X_Mask,Mean_IdentifyPrimaryObjects_Location_MaxIntensity_X_try,Mean_IdentifyPrimaryObjects_Location_MaxIntensity_Y_Mask,Mean_IdentifyPrimaryObjects_Location_MaxIntensity_Y_try,Mean_IdentifyPrimaryObjects_Location_MaxIntensity_Z_Mask,Mean_IdentifyPrimaryObjects_Location_MaxIntensity_Z_try,Metadata_Frame,Metadata_Region,Metadata_Series,Metadata_slideName,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05IdentifyPrimaryObjects,ModuleError_06MeasureObjectIntensity,PathName_Mask,PathName_try,ProcessingStatus,Scaling_Mask,Scaling_try,Series_Mask,Series_try,Threshold_FinalThreshold_IdentifyPrimaryObjects,Threshold_OrigThreshold_IdentifyPrimaryObjects,Threshold_SumOfEntropies_IdentifyPrimaryObjects,Threshold_WeightedVariance_IdentifyPrimaryObjects,URL_Mask,URL_try,Width_Mask,Width_try
-1,-1,3962.0,0.0,0.0,0.375,0.0,3.640625,2.203125,1L Collagen 1_Probabilities_0.tiff,1L Collagen 1.tif,0,0,1,1,1,1824,1824,1,b'eLvqI6ins7GvyM1RKEstAsU70NHANKOQmpecn5KZl26rFBripmuhZA9U5+uqAFSYV2yrlFFSAkxRwCQFSlOpebmZyUX5xcn5BZV6+UXp+sHJGam5icWghKYPdKaZroGZEnKC8yU7xQ3RiIoPKMpPAqbsnMySzNTieANQxFEj5hBBCkrKJIToaMoHhx8ohdoBAING71Q=',009a222f8c2563d7cf0b95842fed8b73,b436ec2d69472438d4349883a9c063e8,40.95534314427728,8.592519489717906,383.8180089693207,100.65424811354868,0.5782534073187806,0.09023680549965521,0.11071428910752495,0.07325739912878076,0.770509233510227,0.6917188141551615,0.8207344776531893,0.35221270666679144,0.9335663832690245,0.5723793175901724,0.5389767862312425,0.11767465216627941,0.7145746823941499,0.17851050750506323,0.7649747601943914,0.15581083354849984,0.3289979791145533,0.015456125973843712,0.3284023202690571,0.013567646767813402,0.13028258234055332,0.07545742420681384,0.17330136806829893,0.11679608530385709,0.8633139824728843,0.25099666127845727,1797.043332464871,1797.0368014824458,812.9033585491692,812.9069787881047,0.0,0.0,1797.049878430668,812.9157487114651,0.0,1796.9787985865723,1796.8609288238263,812.9386673397274,812.7503785966684,0.0,0.0,0,R2,0,1L,0,0,0,0,0,0,Y:\coskun-lab\Jiaxun\Pixel classification\1L\R2,Y:\coskun-lab\Jiaxun\Pixel classification\1L\R2,Done,1,65535,0,0,0.5,0.22226736,-11.569351845246763,4.34190219178285,file:///Y:/coskun-lab/Jiaxun/Pixel%20classification/1L/R2/1L%20Collagen%201_Probabilities_0.tiff,file:///Y:/coskun-lab/Jiaxun/Pixel%20classification/1L/R2/1L%20Collagen%201.tif,2944,2944
