ImageNumber,ObjectNumber,FileName_Mask,FileName_cell,PathName_Mask,PathName_cell,Intensity_IntegratedIntensityEdge_cell,Intensity_IntegratedIntensity_cell,Intensity_LowerQuartileIntensity_cell,Intensity_MADIntensity_cell,Intensity_MassDisplacement_cell,Intensity_MaxIntensityEdge_cell,Intensity_MaxIntensity_cell,Intensity_MeanIntensityEdge_cell,Intensity_MeanIntensity_cell,Intensity_MedianIntensity_cell,Intensity_MinIntensityEdge_cell,Intensity_MinIntensity_cell,Intensity_StdIntensityEdge_cell,Intensity_StdIntensity_cell,Intensity_UpperQuartileIntensity_cell,Location_CenterMassIntensity_X_cell,Location_CenterMassIntensity_Y_cell,Location_CenterMassIntensity_Z_cell,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_cell,Location_MaxIntensity_Y_cell,Location_MaxIntensity_Z_cell,Number_Object_Number
1,364,17L VCAM 1_Probabilities_0.tiff,17L VCAM 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,8.899946592282504,76.9192186682485,0.10858701542019844,0.07969024404883385,0.11679816676266098,0.400350958108902,0.6267642974853516,0.134847675640644,0.1987576709773863,0.17801937460899353,0.0,0.0,0.08813243711756746,0.11950370953513678,0.2704547122120857,847.0224991584721,1824.837811526424,0.0,847.0904392764858,1824.9328165374677,0,848.0,1829.0,0.0,364
1,365,17L VCAM 1_Probabilities_0.tiff,17L VCAM 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,12.820065611042082,91.65708389831707,0.12389562651515007,0.07409781217575073,0.3516758007127651,0.4093385338783264,0.7057603001594543,0.1582724149511368,0.20550915672268402,0.1924467831850052,0.0,0.0,0.09000858359086447,0.11616051652035064,0.2726939767599106,1566.3025939149932,1827.5144980990626,0.0,1566.6121076233185,1827.347533632287,0,1558.0,1837.0,0.0,365
1,366,17L VCAM 1_Probabilities_0.tiff,17L VCAM 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,12.274402953218669,122.26967294327915,0.07096970826387405,0.10008391737937927,0.45768790677227417,0.6775158047676086,0.8882734179496765,0.13791463992380526,0.19377127249331086,0.16433966159820557,1.5259021893143654e-05,0.0,0.12690787864457934,0.15276307766358363,0.2757991924881935,817.54376687336,1833.3118900338172,0.0,817.7321711568939,1833.7290015847861,0,813.0,1838.0,0.0,366
1,367,17L VCAM 1_Probabilities_0.tiff,17L VCAM 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,10.18666366348043,83.51425963034853,0.05521477106958628,0.09176012873649597,0.926065509142335,0.4139314889907837,0.4879072308540344,0.12422760565220038,0.16029608374347126,0.13772030174732208,0.0,0.0,0.10249342351398659,0.12219021491717967,0.24983978271484375,134.5119963782607,1835.428861886167,0.0,133.64491362763914,1835.1036468330135,0,132.0,1837.0,0.0,367
1,368,17L VCAM 1_Probabilities_0.tiff,17L VCAM 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,10.703822343144566,72.22917536157183,0.048935684375464916,0.09483481757342815,0.8203125405738118,0.40845349431037903,0.4947585165500641,0.12896171497764536,0.15874544035510293,0.13694971799850464,0.0,0.0,0.11154904185164148,0.12317193842807196,0.24733348563313484,148.52894166297844,1842.8375857834512,0.0,149.25934065934067,1843.2109890109891,0,152.0,1853.0,0.0,368
1,369,17L VCAM 1_Probabilities_0.tiff,17L VCAM 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,8.107591381296515,38.8262609411031,0.12279697880148888,0.0647135078907013,0.2626584512810501,0.3652094304561615,0.6903181672096252,0.16546104859788807,0.19609222697526818,0.1731593757867813,0.02041657082736492,0.0013427939265966415,0.08229992243464014,0.11860895208127895,0.25295643508434296,1442.9811937992015,1864.458534727814,0.0,1443.141414141414,1864.6666666666667,0,1446.0,1865.0,0.0,369
1,370,17L VCAM 1_Probabilities_0.tiff,17L VCAM 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,8.908140656538308,27.974624243564904,0.11256580799818039,0.07692071795463562,0.1009273079328787,0.401022344827652,0.5016403198242188,0.16496556771367235,0.19426822391364518,0.1894865334033966,0.0,0.0,0.09490466417944554,0.1051011811321107,0.26089876890182495,393.3264710912286,1870.547737785664,0.0,393.2708333333333,1870.6319444444443,0,396.0,1882.0,0.0,370
1,371,17L VCAM 1_Probabilities_0.tiff,17L VCAM 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,0.30879682302474976,0.30879682302474976,0.30879682302474976,0.0,0.0,0.30879682302474976,0.30879682302474976,0.30879682302474976,0.30879682302474976,0.30879682302474976,0.30879682302474976,0.30879682302474976,0.0,0.0,0.30879682302474976,1455.0,1866.0,0.0,1455.0,1866.0,0,1455.0,1866.0,0.0,371
1,372,17L VCAM 1_Probabilities_0.tiff,17L VCAM 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,33.60392149025574,128.4447090323083,0.05456244759261608,0.064225222915411,3.0053712845291547,1.0,1.0,0.33271209396292817,0.2035573835694268,0.10889600962400436,0.0,0.0,0.37816630503942245,0.26284752656930366,0.20416952669620514,2512.3096762228965,1870.138502264439,0.0,2513.4104595879558,1872.9350237717908,0,2512.0,1864.0,0.0,372
1,373,17L VCAM 1_Probabilities_0.tiff,17L VCAM 1.tif,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,Y:\coskun-lab\Jiaxun\Registration\registered\17L\R1,6.826855907216668,99.6477607768029,0.08313114941120148,0.0645609200000763,0.24857596911470634,0.3173876702785492,0.5341420769691467,0.08428217169403295,0.1566788691459165,0.1418326050043106,0.0,0.0,0.06277054725931637,0.09969579275443732,0.21585412323474884,180.66847258067475,1861.2016677061047,0.0,180.72641509433961,1861.4433962264152,0,182.0,1863.0,0.0,373
